sender,receiver,amount,timestamp,tx_type
ACC_0358,ACC_0233,3701.88,2024-03-05 03:50:03,withdrawal
ACC_0113,ACC_0019,2274.06,2024-01-08 18:42:24,withdrawal
ACC_0424,ACC_0210,343.72,2024-01-23 22:18:30,payment
ACC_0241,ACC_0257,2437.74,2024-03-16 13:58:56,payment
ACC_0462,ACC_0371,1025.09,2024-01-28 23:53:52,transfer
ACC_0272,ACC_0096,252.67,2024-03-07 03:02:55,payment
ACC_0405,ACC_0117,1002.78,2024-02-17 17:32:42,payment
ACC_0048,ACC_0406,939.32,2024-02-17 11:20:49,payment
ACC_0273,ACC_0078,1271.08,2024-02-16 00:25:15,withdrawal
ACC_0141,ACC_0193,2425.39,2024-01-17 00:39:02,payment
ACC_0152,ACC_0460,1692.29,2024-02-19 00:52:33,transfer
ACC_0244,ACC_0108,216777.09,2024-01-16 17:48:20,withdrawal
ACC_0173,ACC_0032,1761.23,2024-01-19 15:52:59,payment
ACC_0373,ACC_0414,473.32,2024-01-09 13:37:05,payment
ACC_0454,ACC_0395,1701.03,2024-02-22 17:59:46,transfer
ACC_0303,ACC_0248,675.29,2024-02-10 08:50:08,payment
ACC_0171,ACC_0202,249.69,2024-02-14 19:01:32,transfer
ACC_0463,ACC_0092,1221.83,2024-01-30 03:57:44,transfer
ACC_0304,ACC_0106,292.15,2024-03-20 08:30:50,transfer
ACC_0433,ACC_0437,1760.72,2024-01-11 06:41:33,withdrawal
ACC_0212,ACC_0315,1609.31,2024-03-25 23:50:15,transfer
ACC_0023,ACC_0296,2072.05,2024-01-12 22:33:00,transfer
ACC_0473,ACC_0029,110.65,2024-02-05 15:17:21,transfer
ACC_0064,ACC_0347,670.82,2024-03-24 20:58:00,transfer
ACC_0172,ACC_0211,559.59,2024-02-14 19:36:35,transfer
ACC_0034,ACC_0071,238485.55,2024-02-21 13:35:54,payment
ACC_0072,ACC_0358,110.03,2024-01-18 17:28:35,transfer
ACC_0454,ACC_0027,566.78,2024-03-02 20:10:56,payment
ACC_0246,ACC_0185,110534.15,2024-01-08 20:39:14,payment
ACC_0104,ACC_0117,506.27,2024-01-20 15:27:43,transfer
ACC_0035,ACC_0067,3171.91,2024-02-12 00:11:10,transfer
ACC_0359,ACC_0040,860.36,2024-01-01 16:01:02,transfer
ACC_0118,ACC_0334,1827.92,2024-01-09 13:42:16,transfer
ACC_0065,ACC_0090,1561.84,2024-01-25 01:51:45,withdrawal
ACC_0178,ACC_0206,3618.18,2024-01-22 16:30:38,transfer
ACC_0032,ACC_0247,38540.39,2024-02-06 18:02:51,payment
ACC_0080,ACC_0143,454.95,2024-01-24 17:46:40,withdrawal
ACC_0275,ACC_0021,1342.95,2024-01-23 18:53:36,transfer
ACC_0274,ACC_0406,100.0,2024-02-10 17:59:13,payment
ACC_0447,ACC_0110,1237.83,2024-02-07 10:49:27,withdrawal
ACC_0157,ACC_0366,667.9,2024-03-12 16:22:04,payment
ACC_0348,ACC_0331,2177.35,2024-02-28 06:54:13,payment
ACC_0452,ACC_0090,963.76,2024-02-01 22:55:47,payment
ACC_0405,ACC_0062,1083.29,2024-02-29 02:08:32,payment
ACC_0156,ACC_0266,4215.5,2024-02-04 02:17:59,transfer
ACC_0258,ACC_0376,34252.84,2024-03-01 12:11:40,transfer
ACC_0462,ACC_0261,1307.1,2024-01-24 09:09:51,transfer
ACC_0167,ACC_0183,999.35,2024-02-09 16:32:46,payment
ACC_0474,ACC_0089,970.63,2024-02-19 05:52:44,payment
ACC_0158,ACC_0424,820.22,2024-01-28 23:02:53,transfer
ACC_0476,ACC_0212,1062.96,2024-03-13 00:10:07,payment
ACC_0376,ACC_0080,1288.58,2024-01-19 18:18:26,payment
ACC_0059,ACC_0328,173956.1,2024-01-26 07:38:26,withdrawal
ACC_0441,ACC_0090,1191.29,2024-02-06 06:44:37,transfer
ACC_0323,ACC_0499,130.71,2024-01-16 17:36:32,transfer
ACC_0218,ACC_0324,5064.39,2024-01-06 06:15:40,transfer
ACC_0078,ACC_0083,1392.69,2024-02-03 06:03:26,payment
ACC_0053,ACC_0154,133.79,2024-03-20 05:53:33,payment
ACC_0461,ACC_0011,310.24,2024-02-25 12:46:10,transfer
ACC_0238,ACC_0050,6106.75,2024-02-21 17:35:06,transfer
ACC_0417,ACC_0075,1479.1,2024-01-20 17:37:37,payment
ACC_0074,ACC_0310,588.48,2024-02-16 03:54:49,transfer
ACC_0452,ACC_0294,3975.64,2024-02-29 06:55:09,transfer
ACC_0156,ACC_0453,239.24,2024-03-27 14:05:31,payment
ACC_0356,ACC_0294,490.55,2024-03-23 09:06:19,transfer
ACC_0308,ACC_0413,5843.85,2024-02-24 21:06:23,payment
ACC_0250,ACC_0159,2198.99,2024-01-25 02:36:40,withdrawal
ACC_0481,ACC_0158,1004.76,2024-03-04 03:33:44,payment
ACC_0475,ACC_0297,1997.31,2024-03-20 20:00:15,withdrawal
ACC_0305,ACC_0076,6767.71,2024-03-13 12:18:16,payment
ACC_0239,ACC_0258,182919.27,2024-03-22 18:36:51,payment
ACC_0025,ACC_0213,669.71,2024-01-13 21:14:20,transfer
ACC_0254,ACC_0062,6079.84,2024-02-15 06:34:44,payment
ACC_0086,ACC_0397,1350.97,2024-01-01 00:53:47,transfer
ACC_0264,ACC_0026,180.51,2024-02-04 11:16:31,transfer
ACC_0029,ACC_0015,2302.0,2024-03-11 17:42:46,transfer
ACC_0217,ACC_0492,134688.68,2024-01-23 11:58:16,transfer
ACC_0235,ACC_0236,145427.4,2024-01-05 19:20:41,withdrawal
ACC_0003,ACC_0018,1503.5,2024-01-07 09:32:55,transfer
ACC_0332,ACC_0261,1329.99,2024-02-17 08:57:43,transfer
ACC_0430,ACC_0081,957.45,2024-02-27 11:42:43,transfer
ACC_0494,ACC_0202,2936.62,2024-02-27 12:38:05,withdrawal
ACC_0229,ACC_0100,2457.47,2024-03-04 14:46:21,payment
ACC_0064,ACC_0277,969.72,2024-02-20 02:32:15,payment
ACC_0492,ACC_0339,1972.78,2024-03-21 21:26:40,transfer
ACC_0440,ACC_0349,1820.51,2024-02-14 01:31:56,payment
ACC_0459,ACC_0326,557.93,2024-01-10 08:55:51,transfer
ACC_0473,ACC_0246,100.0,2024-02-07 01:54:10,payment
ACC_0361,ACC_0303,1353.13,2024-03-16 05:30:41,payment
ACC_0465,ACC_0058,1631.44,2024-03-01 12:44:55,transfer
ACC_0087,ACC_0341,1394.92,2024-01-19 10:54:33,transfer
ACC_0046,ACC_0307,1242.79,2024-03-23 09:49:27,transfer
ACC_0375,ACC_0340,455.56,2024-01-06 13:06:28,transfer
ACC_0381,ACC_0349,1974.94,2024-01-06 22:35:32,transfer
ACC_0224,ACC_0279,1225.93,2024-02-21 01:54:31,payment
ACC_0169,ACC_0035,2061.13,2024-01-24 00:25:41,transfer
ACC_0342,ACC_0153,186.48,2024-01-02 06:26:39,transfer
ACC_0412,ACC_0109,2888.68,2024-03-05 04:30:16,transfer
ACC_0301,ACC_0481,1718.93,2024-02-20 02:23:03,withdrawal
ACC_0345,ACC_0016,1243.34,2024-02-05 18:27:42,transfer
ACC_0386,ACC_0278,1444.58,2024-01-16 11:14:16,withdrawal
ACC_0230,ACC_0268,1028.24,2024-02-27 04:23:45,payment
ACC_0391,ACC_0067,2267.69,2024-02-12 20:46:28,payment
ACC_0210,ACC_0131,3236.77,2024-01-29 00:41:36,transfer
ACC_0010,ACC_0301,712.82,2024-03-13 00:25:54,transfer
ACC_0076,ACC_0093,875.44,2024-01-02 10:31:57,transfer
ACC_0423,ACC_0421,3446.04,2024-01-03 17:50:19,withdrawal
ACC_0463,ACC_0139,7454.89,2024-03-06 14:19:49,transfer
ACC_0443,ACC_0255,5640.8,2024-03-14 12:36:28,payment
ACC_0159,ACC_0211,4060.04,2024-02-19 23:33:19,payment
ACC_0396,ACC_0253,1595.49,2024-03-30 20:13:58,payment
ACC_0350,ACC_0431,1185.35,2024-03-19 22:16:07,transfer
ACC_0021,ACC_0469,702.85,2024-03-18 02:33:04,payment
ACC_0483,ACC_0003,2475.73,2024-01-12 13:04:19,transfer
ACC_0307,ACC_0020,265.32,2024-03-21 16:40:15,withdrawal
ACC_0498,ACC_0108,3015.03,2024-01-18 17:46:39,transfer
ACC_0042,ACC_0097,392.27,2024-01-07 17:49:51,payment
ACC_0205,ACC_0201,4631.43,2024-01-16 16:57:23,payment
ACC_0294,ACC_0149,649.52,2024-03-02 22:12:48,payment
ACC_0093,ACC_0498,606.07,2024-03-06 10:10:30,transfer
ACC_0006,ACC_0195,1575.44,2024-02-19 19:35:26,withdrawal
ACC_0007,ACC_0313,130328.62,2024-03-20 03:39:26,transfer
ACC_0399,ACC_0391,100.0,2024-03-14 18:38:06,payment
ACC_0221,ACC_0467,2221.4,2024-01-02 19:49:23,transfer
ACC_0426,ACC_0294,890.84,2024-03-15 04:21:22,payment
ACC_0340,ACC_0029,50787.15,2024-03-21 03:24:03,transfer
ACC_0275,ACC_0008,823.85,2024-03-07 17:31:30,withdrawal
ACC_0470,ACC_0050,2573.21,2024-01-30 01:52:49,transfer
ACC_0033,ACC_0013,185.58,2024-03-16 14:56:31,transfer
ACC_0477,ACC_0012,492.55,2024-02-22 10:42:06,transfer
ACC_0405,ACC_0008,1340.73,2024-01-12 05:09:29,transfer
ACC_0268,ACC_0365,1012.23,2024-03-30 07:14:56,withdrawal
ACC_0383,ACC_0363,1225.97,2024-02-16 18:18:21,transfer
ACC_0499,ACC_0034,1351.85,2024-02-22 18:07:17,withdrawal
ACC_0025,ACC_0119,5916.51,2024-03-03 05:45:25,transfer
ACC_0349,ACC_0243,303.18,2024-03-04 22:12:49,payment
ACC_0121,ACC_0465,4362.54,2024-02-29 08:26:57,payment
ACC_0298,ACC_0059,1254.6,2024-03-11 05:56:04,transfer
ACC_0294,ACC_0357,766.35,2024-02-08 21:02:48,transfer
ACC_0203,ACC_0256,147.9,2024-03-25 14:59:12,transfer
ACC_0295,ACC_0212,284.45,2024-03-06 02:57:54,withdrawal
ACC_0113,ACC_0013,3291.18,2024-03-10 21:08:37,transfer
ACC_0160,ACC_0108,1186.27,2024-02-12 10:39:43,withdrawal
ACC_0251,ACC_0151,349.93,2024-03-15 04:02:23,payment
ACC_0360,ACC_0268,190193.8,2024-01-19 02:11:41,payment
ACC_0123,ACC_0326,2605.0,2024-02-19 05:39:01,transfer
ACC_0219,ACC_0220,274.2,2024-03-09 02:04:27,payment
ACC_0340,ACC_0399,186776.94,2024-02-15 20:22:04,transfer
ACC_0009,ACC_0386,584.05,2024-02-12 03:36:34,withdrawal
ACC_0237,ACC_0187,3968.97,2024-03-09 01:33:04,transfer
ACC_0081,ACC_0323,1022.2,2024-01-05 16:55:44,transfer
ACC_0313,ACC_0128,3126.86,2024-03-26 22:49:41,transfer
ACC_0267,ACC_0144,1629.48,2024-01-01 04:49:40,transfer
ACC_0321,ACC_0090,3610.75,2024-01-22 14:21:14,payment
ACC_0114,ACC_0127,747.24,2024-02-04 03:12:52,transfer
ACC_0071,ACC_0118,100.0,2024-03-27 13:04:13,withdrawal
ACC_0154,ACC_0400,2696.81,2024-03-15 19:44:31,payment
ACC_0002,ACC_0283,2549.86,2024-02-04 13:11:50,transfer
ACC_0118,ACC_0173,102.4,2024-01-28 03:51:23,transfer
ACC_0076,ACC_0438,5169.97,2024-02-20 13:00:15,transfer
ACC_0054,ACC_0342,1561.51,2024-02-04 07:42:49,payment
ACC_0366,ACC_0010,5159.64,2024-02-21 06:25:20,payment
ACC_0486,ACC_0449,508.65,2024-02-29 10:34:36,transfer
ACC_0340,ACC_0074,146223.8,2024-01-28 18:06:35,payment
ACC_0022,ACC_0365,861.81,2024-02-07 21:10:09,transfer
ACC_0105,ACC_0484,100.0,2024-03-18 20:28:59,transfer
ACC_0075,ACC_0180,2648.13,2024-02-29 06:25:09,transfer
ACC_0009,ACC_0323,100.0,2024-03-25 08:14:18,payment
ACC_0247,ACC_0184,1172.54,2024-02-18 06:27:02,payment
ACC_0211,ACC_0485,1766.55,2024-03-20 13:51:50,payment
ACC_0317,ACC_0356,2602.35,2024-01-22 17:36:58,transfer
ACC_0163,ACC_0387,28468.76,2024-03-09 20:38:19,payment
ACC_0144,ACC_0498,518.48,2024-02-17 05:49:54,transfer
ACC_0008,ACC_0178,1644.68,2024-01-03 03:37:58,withdrawal
ACC_0246,ACC_0045,5203.47,2024-03-10 08:24:29,transfer
ACC_0385,ACC_0309,1704.32,2024-01-01 17:08:50,transfer
ACC_0065,ACC_0397,590.32,2024-02-07 01:10:34,payment
ACC_0062,ACC_0160,3299.39,2024-03-11 00:37:44,withdrawal
ACC_0257,ACC_0487,322.17,2024-01-11 23:33:08,transfer
ACC_0323,ACC_0215,1113.63,2024-02-25 13:12:56,transfer
ACC_0381,ACC_0366,629.39,2024-01-08 15:06:48,payment
ACC_0463,ACC_0425,356.99,2024-01-03 17:48:34,payment
ACC_0278,ACC_0483,486.99,2024-03-02 07:48:05,payment
ACC_0337,ACC_0385,776.82,2024-02-25 00:41:21,transfer
ACC_0326,ACC_0250,349.16,2024-02-15 06:49:23,payment
ACC_0209,ACC_0432,231.0,2024-01-10 00:09:29,transfer
ACC_0183,ACC_0093,247419.79,2024-01-03 16:00:17,transfer
ACC_0072,ACC_0177,1292.58,2024-03-04 10:55:42,transfer
ACC_0490,ACC_0063,404.32,2024-03-06 07:31:48,transfer
ACC_0238,ACC_0341,100.0,2024-02-12 14:22:47,transfer
ACC_0337,ACC_0077,1705.69,2024-03-08 03:35:06,payment
ACC_0198,ACC_0012,200.52,2024-02-28 06:15:24,transfer
ACC_0495,ACC_0004,2732.55,2024-01-25 16:21:19,transfer
ACC_0281,ACC_0330,1620.6,2024-01-20 01:36:27,payment
ACC_0018,ACC_0460,1329.32,2024-02-21 19:53:41,withdrawal
ACC_0413,ACC_0081,91366.58,2024-02-09 07:59:47,transfer
ACC_0424,ACC_0153,151.03,2024-03-14 22:10:05,transfer
ACC_0295,ACC_0037,1829.24,2024-02-29 15:26:34,payment
ACC_0395,ACC_0372,1032.91,2024-03-29 07:31:35,payment
ACC_0035,ACC_0252,4140.03,2024-01-07 12:43:51,withdrawal
ACC_0321,ACC_0425,2357.56,2024-01-22 04:34:34,payment
ACC_0017,ACC_0101,188.71,2024-01-12 22:03:01,transfer
ACC_0489,ACC_0107,728.7,2024-01-17 08:43:16,transfer
ACC_0227,ACC_0311,983.86,2024-02-27 22:02:35,payment
ACC_0493,ACC_0182,1267.51,2024-03-03 23:49:56,withdrawal
ACC_0447,ACC_0108,446.87,2024-01-10 11:54:08,withdrawal
ACC_0486,ACC_0215,1641.44,2024-01-28 07:52:24,transfer
ACC_0404,ACC_0161,276.27,2024-02-22 09:36:23,payment
ACC_0068,ACC_0278,770.83,2024-02-10 04:38:55,transfer
ACC_0323,ACC_0469,1392.79,2024-03-23 22:30:38,transfer
ACC_0449,ACC_0317,1292.04,2024-02-26 01:21:29,transfer
ACC_0238,ACC_0097,890.18,2024-02-02 22:06:02,transfer
ACC_0136,ACC_0311,68182.88,2024-01-30 08:04:52,payment
ACC_0480,ACC_0026,611.01,2024-01-06 22:39:31,transfer
ACC_0344,ACC_0489,784.13,2024-01-20 21:12:15,transfer
ACC_0008,ACC_0236,100.0,2024-02-01 11:07:06,withdrawal
ACC_0136,ACC_0345,54161.41,2024-03-23 15:44:08,transfer
ACC_0424,ACC_0231,1797.92,2024-02-19 12:59:30,transfer
ACC_0401,ACC_0340,1369.24,2024-01-12 04:48:34,withdrawal
ACC_0203,ACC_0441,352.77,2024-03-30 10:02:37,transfer
ACC_0287,ACC_0144,2418.84,2024-03-02 18:02:21,transfer
ACC_0081,ACC_0041,100.0,2024-02-27 17:46:34,transfer
ACC_0405,ACC_0195,982.98,2024-03-19 17:46:40,transfer
ACC_0224,ACC_0153,100.0,2024-03-18 02:36:53,payment
ACC_0140,ACC_0339,445.61,2024-01-13 19:19:52,transfer
ACC_0351,ACC_0038,827.36,2024-03-05 12:23:55,transfer
ACC_0472,ACC_0170,505.19,2024-03-09 09:45:18,withdrawal
ACC_0164,ACC_0173,1229.7,2024-01-26 05:56:35,withdrawal
ACC_0226,ACC_0386,2849.7,2024-03-06 13:45:44,transfer
ACC_0212,ACC_0363,243.49,2024-02-08 16:23:43,payment
ACC_0199,ACC_0209,2209.48,2024-02-06 00:27:28,payment
ACC_0444,ACC_0387,2467.57,2024-03-29 05:17:11,transfer
ACC_0222,ACC_0439,527.32,2024-02-03 14:57:23,transfer
ACC_0406,ACC_0043,100.0,2024-01-07 15:32:56,payment
ACC_0173,ACC_0231,930.7,2024-01-23 03:12:13,withdrawal
ACC_0219,ACC_0283,354.23,2024-03-17 12:21:36,payment
ACC_0172,ACC_0028,804.43,2024-02-15 14:16:48,transfer
ACC_0093,ACC_0271,732.03,2024-03-27 23:42:22,transfer
ACC_0306,ACC_0383,2662.04,2024-01-31 07:04:16,transfer
ACC_0029,ACC_0302,1450.67,2024-01-15 11:44:00,withdrawal
ACC_0158,ACC_0062,2732.58,2024-01-31 21:26:43,withdrawal
ACC_0190,ACC_0372,314.82,2024-01-17 18:48:37,transfer
ACC_0024,ACC_0146,565.13,2024-02-27 10:48:51,transfer
ACC_0227,ACC_0389,2118.18,2024-02-19 14:54:55,transfer
ACC_0035,ACC_0262,4571.79,2024-02-09 21:15:52,withdrawal
ACC_0459,ACC_0055,744.99,2024-01-23 08:33:53,transfer
ACC_0264,ACC_0097,8980.24,2024-02-13 10:16:51,payment
ACC_0237,ACC_0207,1695.88,2024-02-06 11:19:10,withdrawal
ACC_0032,ACC_0161,126187.21,2024-02-15 03:35:22,withdrawal
ACC_0414,ACC_0253,963.81,2024-03-01 21:08:22,payment
ACC_0136,ACC_0042,53979.19,2024-02-21 06:26:00,payment
ACC_0022,ACC_0322,1018.09,2024-02-28 07:40:48,transfer
ACC_0002,ACC_0474,250.06,2024-01-01 13:05:07,transfer
ACC_0234,ACC_0040,1005.09,2024-03-10 09:28:20,transfer
ACC_0327,ACC_0326,4800.74,2024-03-30 18:55:15,payment
ACC_0198,ACC_0483,1558.25,2024-01-15 15:30:03,payment
ACC_0159,ACC_0175,2249.2,2024-01-13 07:33:23,transfer
ACC_0407,ACC_0008,68920.34,2024-03-24 19:24:45,transfer
ACC_0477,ACC_0116,694.21,2024-01-17 07:56:29,transfer
ACC_0339,ACC_0421,439.59,2024-02-21 00:02:32,transfer
ACC_0218,ACC_0216,1531.24,2024-01-05 03:30:00,payment
ACC_0483,ACC_0364,2262.34,2024-03-06 16:36:27,transfer
ACC_0297,ACC_0202,365.03,2024-02-22 02:40:29,payment
ACC_0432,ACC_0253,100.0,2024-01-20 22:24:39,payment
ACC_0118,ACC_0499,1869.13,2024-02-18 15:38:06,payment
ACC_0224,ACC_0137,1226.25,2024-02-03 19:12:27,transfer
ACC_0352,ACC_0147,412.29,2024-02-06 04:41:06,transfer
ACC_0420,ACC_0393,1178.17,2024-01-17 15:16:54,transfer
ACC_0296,ACC_0020,3545.77,2024-03-02 09:44:44,transfer
ACC_0338,ACC_0413,100.0,2024-03-14 15:59:54,transfer
ACC_0061,ACC_0007,1386.15,2024-03-20 02:29:12,transfer
ACC_0345,ACC_0214,511.78,2024-01-01 13:16:11,transfer
ACC_0150,ACC_0059,307.5,2024-02-29 00:46:38,payment
ACC_0017,ACC_0100,2880.48,2024-01-07 15:54:19,transfer
ACC_0402,ACC_0431,2657.88,2024-01-08 19:22:15,transfer
ACC_0343,ACC_0315,6303.48,2024-02-19 15:44:51,payment
ACC_0139,ACC_0061,911.74,2024-03-20 18:13:53,payment
ACC_0429,ACC_0331,29260.06,2024-02-23 23:56:42,transfer
ACC_0146,ACC_0102,1997.96,2024-02-09 19:51:34,transfer
ACC_0264,ACC_0122,3725.2,2024-01-22 21:14:33,payment
ACC_0292,ACC_0145,472.47,2024-02-19 21:32:46,payment
ACC_0160,ACC_0193,1143.01,2024-02-23 20:10:54,payment
ACC_0074,ACC_0380,432.07,2024-02-24 05:45:18,transfer
ACC_0054,ACC_0347,1755.32,2024-02-27 15:46:22,transfer
ACC_0499,ACC_0495,1192.97,2024-01-26 05:55:56,transfer
ACC_0339,ACC_0345,2794.14,2024-01-06 03:53:55,payment
ACC_0110,ACC_0311,1619.62,2024-03-20 23:46:53,transfer
ACC_0316,ACC_0144,457.5,2024-03-20 13:39:27,payment
ACC_0439,ACC_0494,2203.45,2024-02-21 11:52:21,transfer
ACC_0124,ACC_0341,291.38,2024-03-12 21:54:44,transfer
ACC_0060,ACC_0019,718.89,2024-02-04 20:46:07,transfer
ACC_0032,ACC_0407,187332.34,2024-01-11 17:24:03,withdrawal
ACC_0333,ACC_0050,976.33,2024-02-06 17:07:01,transfer
ACC_0364,ACC_0137,2786.9,2024-02-29 11:52:11,transfer
ACC_0237,ACC_0424,894.39,2024-01-20 10:48:07,payment
ACC_0181,ACC_0143,769.12,2024-03-18 18:32:33,payment
ACC_0314,ACC_0134,1268.51,2024-01-23 13:57:53,transfer
ACC_0390,ACC_0181,3716.78,2024-03-29 11:09:25,transfer
ACC_0315,ACC_0199,100.0,2024-03-18 06:01:12,payment
ACC_0314,ACC_0491,1282.4,2024-02-19 21:44:48,payment
ACC_0400,ACC_0237,1340.0,2024-03-11 11:28:14,payment
ACC_0290,ACC_0113,827.95,2024-02-25 15:40:25,withdrawal
ACC_0118,ACC_0313,541.17,2024-01-21 12:01:13,withdrawal
ACC_0260,ACC_0121,372.48,2024-03-01 11:42:48,transfer
ACC_0357,ACC_0350,1633.63,2024-01-15 07:35:41,transfer
ACC_0105,ACC_0117,100.0,2024-01-02 01:23:35,transfer
ACC_0185,ACC_0290,2011.49,2024-01-03 19:17:47,payment
ACC_0404,ACC_0035,283.1,2024-03-02 22:19:44,payment
ACC_0436,ACC_0205,797.17,2024-02-07 01:51:55,transfer
ACC_0383,ACC_0405,1095.51,2024-01-10 15:20:09,transfer
ACC_0455,ACC_0325,128.76,2024-01-28 23:11:56,transfer
ACC_0099,ACC_0166,308.19,2024-02-19 20:29:45,withdrawal
ACC_0094,ACC_0125,100.0,2024-01-10 06:41:41,withdrawal
ACC_0133,ACC_0351,420.1,2024-02-29 13:00:09,transfer
ACC_0297,ACC_0458,746.84,2024-01-16 03:43:17,transfer
ACC_0282,ACC_0307,1418.33,2024-02-16 19:55:52,payment
ACC_0331,ACC_0319,100.0,2024-01-15 23:56:02,transfer
ACC_0326,ACC_0387,2802.94,2024-03-16 16:18:46,transfer
ACC_0350,ACC_0101,2700.93,2024-01-22 03:28:56,transfer
ACC_0483,ACC_0363,429.59,2024-01-06 18:43:10,payment
ACC_0145,ACC_0392,2774.46,2024-02-13 19:17:36,transfer
ACC_0297,ACC_0459,1169.85,2024-02-18 03:42:52,payment
ACC_0439,ACC_0161,1143.54,2024-02-27 03:37:01,transfer
ACC_0214,ACC_0161,640.97,2024-02-16 11:30:57,transfer
ACC_0012,ACC_0425,127.12,2024-03-17 15:32:46,payment
ACC_0154,ACC_0307,358.99,2024-02-03 01:45:06,transfer
ACC_0447,ACC_0280,653.81,2024-03-20 14:33:08,transfer
ACC_0109,ACC_0075,1460.23,2024-02-19 23:54:10,transfer
ACC_0198,ACC_0075,628.85,2024-03-30 21:36:20,payment
ACC_0483,ACC_0079,2845.57,2024-03-13 14:24:26,transfer
ACC_0112,ACC_0244,349.18,2024-02-20 06:29:54,payment
ACC_0274,ACC_0137,3826.62,2024-03-04 07:14:16,payment
ACC_0274,ACC_0254,416.18,2024-01-05 23:50:59,transfer
ACC_0453,ACC_0151,326.21,2024-01-19 23:06:42,payment
ACC_0460,ACC_0490,606.95,2024-02-26 02:55:20,transfer
ACC_0120,ACC_0251,547.64,2024-02-07 04:02:31,transfer
ACC_0171,ACC_0471,7859.39,2024-02-15 12:23:05,transfer
ACC_0237,ACC_0074,481.85,2024-03-23 06:48:20,transfer
ACC_0358,ACC_0207,285.58,2024-02-22 07:43:07,transfer
ACC_0428,ACC_0466,542.78,2024-02-16 14:31:15,transfer
ACC_0391,ACC_0374,961.41,2024-03-25 08:41:53,transfer
ACC_0008,ACC_0379,1281.96,2024-02-10 14:01:06,withdrawal
ACC_0182,ACC_0011,2332.69,2024-02-20 00:07:38,payment
ACC_0303,ACC_0413,3775.47,2024-01-21 19:52:30,transfer
ACC_0281,ACC_0337,4551.6,2024-01-03 01:14:54,payment
ACC_0109,ACC_0225,100.0,2024-03-15 00:31:24,payment
ACC_0144,ACC_0343,134.45,2024-03-16 07:13:53,payment
ACC_0375,ACC_0376,981.95,2024-01-08 11:38:40,withdrawal
ACC_0058,ACC_0090,1055.54,2024-02-24 03:10:11,transfer
ACC_0203,ACC_0253,2045.75,2024-02-20 09:29:28,transfer
ACC_0153,ACC_0129,2340.37,2024-02-19 21:17:02,transfer
ACC_0322,ACC_0219,287.49,2024-03-11 06:24:22,withdrawal
ACC_0458,ACC_0090,855.36,2024-01-27 23:14:14,transfer
ACC_0165,ACC_0238,1498.88,2024-03-28 13:13:27,transfer
ACC_0250,ACC_0117,472.49,2024-01-04 14:09:10,payment
ACC_0356,ACC_0310,974.01,2024-02-20 11:31:38,withdrawal
ACC_0159,ACC_0129,1850.16,2024-01-30 19:20:42,withdrawal
ACC_0387,ACC_0241,845.95,2024-03-10 06:50:51,payment
ACC_0138,ACC_0072,781.72,2024-01-08 22:00:06,transfer
ACC_0050,ACC_0031,100.0,2024-02-07 19:19:14,payment
ACC_0162,ACC_0154,2235.56,2024-02-10 23:17:51,withdrawal
ACC_0242,ACC_0469,100.0,2024-03-19 02:40:18,payment
ACC_0207,ACC_0154,3232.58,2024-03-07 00:20:24,payment
ACC_0124,ACC_0062,735.26,2024-02-27 16:37:49,payment
ACC_0358,ACC_0353,201.82,2024-03-16 08:22:26,transfer
ACC_0445,ACC_0024,211.22,2024-02-24 07:22:52,payment
ACC_0002,ACC_0485,2327.59,2024-02-17 13:09:32,transfer
ACC_0294,ACC_0001,927.76,2024-01-31 17:45:00,withdrawal
ACC_0027,ACC_0164,132853.54,2024-01-03 00:55:57,withdrawal
ACC_0156,ACC_0286,2577.0,2024-01-19 17:13:23,transfer
ACC_0340,ACC_0082,220148.54,2024-03-01 17:50:33,withdrawal
ACC_0335,ACC_0221,1605.25,2024-03-08 08:47:21,payment
ACC_0376,ACC_0496,522.05,2024-01-24 03:46:40,transfer
ACC_0148,ACC_0229,1233.3,2024-02-27 16:31:53,transfer
ACC_0009,ACC_0166,370.57,2024-03-24 16:33:02,transfer
ACC_0449,ACC_0225,1619.61,2024-01-13 16:51:16,withdrawal
ACC_0481,ACC_0159,596.11,2024-02-06 10:14:43,transfer
ACC_0304,ACC_0018,583.77,2024-01-07 07:53:42,transfer
ACC_0061,ACC_0172,210.29,2024-02-20 11:27:39,transfer
ACC_0214,ACC_0240,2159.48,2024-03-25 04:42:36,transfer
ACC_0068,ACC_0178,100.0,2024-01-18 08:49:29,payment
ACC_0009,ACC_0457,1249.01,2024-01-30 11:41:39,payment
ACC_0202,ACC_0297,114.77,2024-02-26 10:09:05,transfer
ACC_0352,ACC_0218,327.56,2024-01-25 15:02:46,transfer
ACC_0069,ACC_0054,184.31,2024-01-28 12:50:12,transfer
ACC_0430,ACC_0326,3036.94,2024-02-07 12:34:21,transfer
ACC_0100,ACC_0349,1371.27,2024-03-14 23:14:24,transfer
ACC_0194,ACC_0129,6612.64,2024-02-10 00:29:29,withdrawal
ACC_0375,ACC_0498,472.01,2024-02-24 04:30:34,transfer
ACC_0259,ACC_0097,509.46,2024-01-30 17:15:03,transfer
ACC_0292,ACC_0437,1474.37,2024-03-20 17:01:54,transfer
ACC_0365,ACC_0163,1973.45,2024-01-12 12:52:11,transfer
ACC_0458,ACC_0236,333.02,2024-03-27 01:41:39,payment
